SIM_NUM,Profit,Cost,Revenue,Biomass,Harvest,GWP,ET,EUT,Elec
8267,146.8,120.45,267.25,66.81355582848511,77.49708029222037,1000.2182763631282,12905.338466222202,0.2800492242015549,1179.2984879664382
8268,89.85,115.75,205.6,51.40067826200449,72.25304253640272,968.9653388427846,12271.3369599098,0.27460236212531025,1175.5333777514863
8269,86.23,119.37,205.6,51.40067826200449,72.25304253640272,969.9021265341438,12286.614288357616,0.27490663935533005,1176.967856941008
8270,89.89,119.87,209.76,52.44014304810362,72.62966060858375,973.6624962930949,12328.429170762887,0.27633257726884763,1184.7544747247189
8271,61.37,114.31,175.68,43.92000414752455,62.39720672514703,1016.8044106399419,12956.663907419603,0.2891806829424605,1240.7381789954284
8272,134.42,125.59,260.01,65.00357263342964,70.75289187424664,1115.0131282397244,14053.208262507665,0.3262919148506906,1442.875952829118
8273,54.28,105.2,159.48,39.871157227300685,70.1870358669621,932.6641967590112,12020.87603185428,0.2573128812118262,1066.8607605821012
8274,61.13,114.62,175.75,43.93732381582623,62.39720672514703,1020.0343848942148,12992.24956753233,0.29041102014598896,1247.479760786687
8275,94.6,119.55,214.15,53.53783616018081,63.503714104870184,1034.7987705200328,13280.759578066623,0.29327516615282384,1252.011672510859
8276,22.86,114.58,137.44,34.36123103412763,58.33413392044032,1001.4523105825753,12583.78157533779,0.287923494716012,1252.3721973630002
8277,57.75,117.93,175.68,43.92000414752455,62.39720672514703,1022.9548147612812,13028.70170548277,0.2914775220586298,1253.1206180474248
8278,60.82,114.86,175.68,43.92000414752455,62.39720672514703,1022.3857821743471,13018.232840419809,0.29130508414151834,1252.3721973630002
8279,61.23,114.26,175.49,43.87223032237482,62.39291115090893,1016.9183680078689,12957.806083269574,0.28922569284619276,1240.9916069910569
8280,60.82,114.86,175.68,43.92000414752455,62.39720672514703,1022.3855284673069,13018.227464414802,0.29130504306236077,1252.3721973630002
8281,73.53,118.4,191.93,47.98317308646407,66.07752434092453,1046.5986123138562,13191.237340451118,0.3026463938780443,1323.0616926765704
